id_compromiso,nivel_fuente,naturaleza,tema,fase,accion_o_requisito_normalizado,indicador_parametro,umbral_valor,unidad,frecuencia_plazo,momento_cumplimiento,responsable_o_actor,autoridad_control,documento_fuente,pagina_pdf,folio,seccion_numeral,cita_fuente,estado_en_expediente,metodo_extraccion,relacion_con_otro,criterio_inclusion,caveat
COM011,AAP,prohibición explícita,tránsito; acceso vial,construcción,Excluir ese camino del acceso de obra.,uso del camino,,,continuo,construcción,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,4,774,1.e,"En la etapa de construcción no se podrá acceder al predio, ni utilizar, el camino Gonzalo “Gonchi” Rodríguez.",vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",No se especifican aquí rutas alternativas.
COM012,AAP,condición explícita,monitoreo; registros,operación,Conservar registros de monitoreo accesibles para DINACEA.,registros de monitoreo,,,continuo,operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,4,774,1.f,Todos los registros generados por las actividades de monitoreo en la fase de operación del proyecto deberán mantenerse a disposición de la Dirección Nacional de Calidad y Evaluación Ambiental en el lugar de ejecución del proyecto.,vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",No se explicita período mínimo de conservación.
COM013,AAP,condición adaptativa,impactos no previstos; mitigación,todas,Definir medidas y someterlas a evaluación/aprobación de DINACEA.,impactos no previstos / medidas,,,cuando ocurra,ante constatación de impacto no previsto,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,4,774,1.g,"De constatarse impactos ambientales no previstos originalmente, se deberán establecer medidas de mitigación y presentarlas ante la Dirección Nacional de Calidad y Evaluación Ambiental para su evaluación y aprobación.",vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",No se define un plazo específico para la presentación tras la constatación.
COM014,AAP,condición explícita,cambios de proyecto; control de modificaciones,todas,Comunicar cambios antes de ejecutarlos y obtener autorización.,variación del proyecto,,,previo a cada cambio,antes de modificar el proyecto,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,5,775,1.h,Toda variación que se proponga al proyecto original autorizado por esta resolución deberá ser comunicada a la Dirección Nacional de Calidad y Evaluación Ambiental para su análisis y previa autorización.,vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La condición alcanza modificaciones futuras respecto del proyecto autorizado.
COM015,Autorización de Emisiones al Aire,condición explícita,aire; vigencia y cumplimiento,operación,Operar las emisiones al aire conforme a compromisos y Reglamento de Calidad del Aire.,vigencia autorización,3,años,3 años desde inicio de operación,operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,5,775,2,"por el plazo de 3 (tres) años, contado a partir del inicio de la operación, y sujeto al estricto cumplimiento de los compromisos que surgen de la presente tramitación y del Decreto N° 135/021",vigente,OCR + revisión estructurada,COM001,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La vigencia indicada corresponde a la Autorización de Emisiones al Aire.
COM016,PGR,condición explícita,residuos; Plan de Gestión de Residuos Sólidos Industriales,todas,Implementar el PGR conforme a la tramitación.,cumplimiento PGR,,,continuo,construcción y operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,5,775,3,Apruébase el Plan de Gestión de Residuos Sólidos Industriales [...] sujeto al estricto cumplimiento de los compromisos que surgen de la presente tramitación.,vigente,OCR + revisión estructurada,COM001; COM019,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La Resolución aprueba el PGR presentado; la versión actualizada se exige luego para AAO.
COM017,AAP,condición de caducidad,cronograma; inicio de ejecución,construcción,Iniciar ejecución dentro del plazo legal.,plazo de inicio,2,años,2 años desde el día hábil siguiente a la notificación,inicio de ejecución,Eleanor Applications S.R.L.,Ministerio de Ambiente,Resolucion-Ministerial-644-2024.pdf,5,775,4,"la presente autorización quedará sin efecto si no se inicia la ejecución del proyecto dentro del plazo legal de 2 (dos) años, contado a partir del día hábil siguiente al de la notificación de esta Resolución",vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La fecha efectiva de notificación no se establece en esta página.
COM018,AAO,requisito previo,operación; Autorización Ambiental de Operación,operación,Obtener la Autorización Ambiental de Operación.,AAO obtenida,,,una vez,antes de iniciar operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,5,775,5,deberá contar con la Autorización Ambiental de Operación para poder iniciar la operación del proyecto,vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La solicitud de AAO debe acompañarse de la información desagregada en COM019-COM030.
COM019,AAO / PGAO,requisito documental,energía; PUE,operación,Definir e incluir metodología/procedimientos de medición anual del PUE.,PUE,anual,,anual,solicitud de AAO / operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,5,775,5.a.i,Procedimientos para la medición del PUE anual.,pendiente de AAO,OCR + revisión estructurada,COM018,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente","La Resolución exige medición anual, pero no fija aquí un valor objetivo o límite de PUE."
COM020,AAO / PGAO,requisito documental,residuos; PGR actualizado,operación,Actualizar e incorporar el Plan de Gestión de Residuos Sólidos.,PGR actualizado,,,con solicitud de AAO,previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.a.ii,Versión actualizada del Plan de Gestión de Residuos Sólidos.,pendiente de AAO,OCR + revisión estructurada,COM016; COM018,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La Resolución no detalla en este numeral qué actualizaciones específicas deben incorporarse.
COM021,AAO / PGAO,requisito documental,ruido; programa de monitoreo,operación,Definir programas de monitoreo de niveles de presión sonora.,niveles de presión sonora,,,según programa a aprobar,operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.a.iii,Detalle de los programas de monitoreo a ejecutar para el control y seguimiento de los niveles de presión sonora en el entorno inmediato.,pendiente de AAO,OCR + revisión estructurada,COM009; COM029,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La frecuencia concreta debe definirse en el PGAO.
COM022,AAO / PGAO,requisito documental,aire / generadores; combustión y mantenimiento,operación,Definir procedimientos de combustión/mantenimiento y citar referencias utilizadas.,buenas prácticas motores,,,frecuencia a definir en PGAO,operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.a.iv,"Procedimientos a implementar, incluyendo acciones concretas y frecuencia de ejecución, para asegurar las buenas prácticas tanto en la combustión como en el mantenimiento de los motores, incluyendo las referencias utilizadas.",pendiente de AAO,OCR + revisión estructurada,COM025,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente","La Resolución exige que la frecuencia sea explícita, pero no la fija."
COM023,AAO / PGAO,requisito documental,social; relacionamiento comunitario,operación,Definir e implementar programa de relacionamiento comunitario.,programa comunitario,,,según PGAO,operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.a.v,Programa de relacionamiento comunitario.,pendiente de AAO,OCR + revisión estructurada,COM008; COM028,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente","No se especifican aquí indicadores, población objetivo ni frecuencia."
COM024,AAO / PGAO,requisito documental,efluentes; gestor de efluentes industriales,operación,Obtener y presentar aceptación formal del gestor.,nota de aceptación,,,con solicitud de AAO,previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.a.vi,Nota de aceptación por parte del gestor de los efluentes industriales.,pendiente de AAO,OCR + revisión estructurada,COM018,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La Resolución no identifica en este numeral al gestor por nombre.
COM025,AAO,requisito documental,aire / generadores; fichas técnicas,operación,Entregar fichas técnicas de generadores instalados.,caracterización de emisiones,,,con solicitud de AAO,previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.b,Fichas técnicas de los generadores de emergencia instalados que respaldan la caracterización de las emisiones al aire.,pendiente de AAO,OCR + revisión estructurada,COM022,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",Este requisito cierra una cuestión planteada durante las SIC sobre factores/datos de emisión de los equipos finalmente seleccionados.
COM026,AAO,requisito documental,emergencia; corte de suministro,operación,Preparar y presentar plan específico de emergencia por pérdida de red.,Plan de Emergencia,,,con solicitud de AAO,previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.c,El Plan de Emergencia ante el corte de suministro de energía,pendiente de AAO,OCR + revisión estructurada,COM027; COM028; COM029,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",Los contenidos mínimos del plan se desagregan en las filas siguientes.
COM027,AAO / Plan de Emergencia,contenido mínimo obligatorio,energía de respaldo; desconexión de carga,operación,Definir protocolo de desconexión de carga.,protocolo de desconexión,,,según plan,emergencia / previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.c,el protocolo de desconexión de carga,pendiente de AAO,OCR + revisión estructurada,COM026,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La Resolución no fija aquí la secuencia técnica del protocolo.
COM028,AAO / Plan de Emergencia,contenido mínimo obligatorio,aire; monitoreo de calidad de aire,operación / emergencia,Diseñar plan de monitoreo de aire con estaciones y métodos definidos.,calidad de aire,,,según plan,emergencia / previo a operación,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.c,el plan de monitoreo de calidad de aire (ubicación de estaciones de monitoreo y metodologías de medición),pendiente de AAO,OCR + revisión estructurada,COM026; COM029,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",La Resolución no fija en este numeral número de estaciones ni método analítico.
COM029,AAO / Plan de Emergencia,contenido mínimo obligatorio,aire / comunidad; NO2,operación / emergencia,Definir acciones comunitarias vinculadas al umbral de NO2.,NO2,260,µg/m3,ante superación,emergencia,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.c,acciones hacia la comunidad a ser implementadas en caso de superar el valor en calidad de aire de 260 ug/m3 para NO₂.,pendiente de AAO,OCR + revisión estructurada,COM023; COM026; COM028,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",El OCR representa la unidad como 'ug/m3'; se normaliza a µg/m3 en columnas de dato. La Resolución no detalla cuáles acciones comunitarias.
COM030,AAO,requisito documental,ruido; Plan de Monitoreo NPS,operación,Diseñar y presentar plan de monitoreo NPS por módulo.,NPS en receptores sensibles,,,primer mes de cada módulo,inicio de operación de cada módulo,Eleanor Applications S.R.L.,DINACEA,Resolucion-Ministerial-644-2024.pdf,6,776,5.d,"El Plan de Monitoreo de NPS en receptores sensibles, para el primer mes de operación de cada módulo.",pendiente de AAO,OCR + revisión estructurada,COM009; COM021,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",Debe distinguirse del reporte de resultados exigido dentro de 45 días en COM009.
COM031,otros permisos,salvaguarda regulatoria,regulación; permisos y derechos de terceros,todas,Obtener otros permisos/autorizaciones que resulten aplicables.,otros permisos,,,según régimen aplicable,todas,Eleanor Applications S.R.L.,autoridades competentes,Resolucion-Ministerial-644-2024.pdf,6,776,6,"Esta Resolución se dicta en cumplimiento de las normas en que se funda, por lo que es sin perjuicio de otros permisos o autorizaciones y de los derechos que a terceros pudieran corresponder.",vigente,OCR + revisión estructurada,,"condición explícita de la Resolución Ministerial 644/2024, desagregada atómicamente",No identifica cuáles permisos adicionales son necesarios; exige análisis regulatorio complementario.
COM032,requerimiento de autoridad,requerimiento/condición de autoridad,,construcción,"5: *... proyectos de actividades, construcciones u obras, cuya ejecución pueda tener impactos ambientales significativos moderados, cuyos efectos negativos pueden ser eliminados o minimizados mediante la adopción de medidas bien conocidas y fácilmente aplicables.” Por tanto, se deberá presentar la Solicitud de Autorización Ambiental Previa según lo establecido en el Art.",,,,,,DINACEA / Ministerio de Ambiente,,Declaracion-Viabilidad-Ambiental-de-Localizacion-CCP-Eleanor-Applications-S.R.L..pdf,1,,,"5: *... proyectos de actividades, construcciones u obras, cuya ejecución pueda tener impactos ambientales significativos moderados, cuyos efectos negativos pueden ser eliminados o minimizados mediante la adopción de medidas bien conocidas y fácilmente aplicables.” Por tanto, se deberá presentar la Solicitud de Autorización Ambiental Previa según lo establecido en el Art.",condición/requerimiento del expediente; verificar relación con Resolución 644/2024,OCR,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,Texto obtenido por OCR; verificar visualmente la cita antes de publicación.
COM033,requerimiento de autoridad,requerimiento/condición de autoridad,generadores_combustible; aire_emisiones; social_salud,operación,"El Estudio de Impacto Ambiental deberá analizar la relación entre el proyecto y el medio ambiente, debiendo estudiar con especial atención: + La afectación a la calidad de aire en condiciones normales de operación (derivadas de las tareas de mantenimiento de los generadores), así como evaluar el riesgo de afectación a la salud humana en el área de influencia del proyecto, en situaciones de contingencia (operación de todo el parque de motores proyectado) de acuerdo a los resultados del modelo de dispersión de aire utilizado.",,,,,,DINACEA / Ministerio de Ambiente,,Declaracion-Viabilidad-Ambiental-de-Localizacion-CCP-Eleanor-Applications-S.R.L..pdf,1,,,"El Estudio de Impacto Ambiental deberá analizar la relación entre el proyecto y el medio ambiente, debiendo estudiar con especial atención: + La afectación a la calidad de aire en condiciones normales de operación (derivadas de las tareas de mantenimiento de los generadores), así como evaluar el riesgo de afectación a la salud humana en el área de influencia del proyecto, en situaciones de contingencia (operación de todo el parque de motores proyectado) de acuerdo a los resultados del modelo de dispersión de aire utilizado.",condición/requerimiento del expediente; verificar relación con Resolución 644/2024,OCR,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,Texto obtenido por OCR; verificar visualmente la cita antes de publicación.
COM034,requerimiento de autoridad,requerimiento/condición de autoridad,agua; aire_emisiones,,"Asimismo se deberá presentar la evaluación de la tecnología seleccionada con las mejores tecnologías disponibles para generadores de emergencia, considerando los niveles de inmisión esperados a partir del modelo de dispersión aplicado. + La gestión de los efluentes derivados del sistema de enfriamiento y su potencial afectación a la calidad de agua del Río de la Plata. + La afectación a los niveles de presión sonora de los receptores ubicados en el entorno del emprendimiento en condiciones normales y en situaciones de contingencia.",,,,,,DINACEA / Ministerio de Ambiente,,Declaracion-Viabilidad-Ambiental-de-Localizacion-CCP-Eleanor-Applications-S.R.L..pdf,1,,,"Asimismo se deberá presentar la evaluación de la tecnología seleccionada con las mejores tecnologías disponibles para generadores de emergencia, considerando los niveles de inmisión esperados a partir del modelo de dispersión aplicado. + La gestión de los efluentes derivados del sistema de enfriamiento y su potencial afectación a la calidad de agua del Río de la Plata. + La afectación a los niveles de presión sonora de los receptores ubicados en el entorno del emprendimiento en condiciones normales y en situaciones de contingencia.",condición/requerimiento del expediente; verificar relación con Resolución 644/2024,OCR,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,Texto obtenido por OCR; verificar visualmente la cita antes de publicación.
COM035,requerimiento de autoridad,requerimiento/condición de autoridad,,,Se deja constancia que en la evaluación del estudio de impacto ambiental que deberán presentar pueden surgir elementos en cuanto a la profundización de información de algunos aspectos relevantes que podrían resultar limitantes para autorizar el presente proyecto.,,,,,,DINACEA / Ministerio de Ambiente,,Declaracion-Viabilidad-Ambiental-de-Localizacion-CCP-Eleanor-Applications-S.R.L..pdf,2,,,Se deja constancia que en la evaluación del estudio de impacto ambiental que deberán presentar pueden surgir elementos en cuanto a la profundización de información de algunos aspectos relevantes que podrían resultar limitantes para autorizar el presente proyecto.,condición/requerimiento del expediente; verificar relación con Resolución 644/2024,OCR,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,Texto obtenido por OCR; verificar visualmente la cita antes de publicación.
COM036,documentación del proyecto,previsión/descripcion del proyecto,,,"1.5 UBICACIÓN Y ACCESOS El emprendimiento propuesto se prevé ubicar dentro de Parque de las Ciencias (en adelante PDLC), ubicado en Ruta 101 Km 23,500, en la Ciudad de la Costa del departamento de Canelones (anterior 7ª Sección Catastral del departamento de Canelones).",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,7,,,"1.5 UBICACIÓN Y ACCESOS El emprendimiento propuesto se prevé ubicar dentro de Parque de las Ciencias (en adelante PDLC), ubicado en Ruta 101 Km 23,500, en la Ciudad de la Costa del departamento de Canelones (anterior 7ª Sección Catastral del departamento de Canelones).","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM037,documentación del proyecto,previsión/descripcion del proyecto,,,"Dentro de PDLC, el emprendimiento propuesto se prevé ubicar en el predio conformado por los padrones suburbanos N°47.763, 47.827, 47.828, 47.829, 47.830, 47.831 y 47.832.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,7,,,"Dentro de PDLC, el emprendimiento propuesto se prevé ubicar en el predio conformado por los padrones suburbanos N°47.763, 47.827, 47.828, 47.829, 47.830, 47.831 y 47.832.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM038,documentación del proyecto,previsión/descripcion del proyecto,,,"1.6 ANTECEDENTES ADMINISTRATIVOS Como se mencionó, el emprendimiento propuesto se prevé ubicar dentro de Parque de las Ciencias, donde se albergan industrias y otros emprendimientos en régimen de zona franca.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,7,,,"1.6 ANTECEDENTES ADMINISTRATIVOS Como se mencionó, el emprendimiento propuesto se prevé ubicar dentro de Parque de las Ciencias, donde se albergan industrias y otros emprendimientos en régimen de zona franca.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM039,documentación del proyecto,referencia regulatoria / criterio técnico,aire_emisiones,,"Este decreto tiene como objetivo la protección del ambiente a través de la prevención de la contaminación del aire, en él se establece los objetivos de calidad de aire, y los valores máximos de emisión para fuentes fijas y móviles.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,13,,,"Este decreto tiene como objetivo la protección del ambiente a través de la prevención de la contaminación del aire, en él se establece los objetivos de calidad de aire, y los valores máximos de emisión para fuentes fijas y móviles.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,La frase puede describir una norma/criterio y no constituir por sí sola un compromiso del proyecto.
COM040,documentación del proyecto,medida/compromiso del proponente,biodiversidad_suelo,,"30 se establece la competencia exclusiva del Gobierno Departamental para la categorización del suelo en el territorio del departamento, que se ejerce mediante los instrumentos de ordenamiento territorial de su ámbito, como Directrices Departamentales, Ordenanzas Departamentales y Planes Locales.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,14,,,"30 se establece la competencia exclusiva del Gobierno Departamental para la categorización del suelo en el territorio del departamento, que se ejerce mediante los instrumentos de ordenamiento territorial de su ámbito, como Directrices Departamentales, Ordenanzas Departamentales y Planes Locales.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM041,documentación del proyecto,medida/compromiso del proponente,,construcción y operación,"DESCRIPCIÓN DEL EMPRENDIMIENTO 3.1 INTRODUCCIÓN El emprendimiento propuesto en su desarrollo global prevé la construcción y operación de un edificio de centro de datos, que se instalará en cuatro etapas, y otras instalaciones auxiliares.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,18,,,"DESCRIPCIÓN DEL EMPRENDIMIENTO 3.1 INTRODUCCIÓN El emprendimiento propuesto en su desarrollo global prevé la construcción y operación de un edificio de centro de datos, que se instalará en cuatro etapas, y otras instalaciones auxiliares.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM042,documentación del proyecto,previsión/descripcion del proyecto,,operación,"Dadas las características operacionales del emprendimiento propuesto, se prevé que su funcionamiento sea ininterrumpido, es decir, funcionará las 24 horas del día, los 365 días del año.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,18,,,"Dadas las características operacionales del emprendimiento propuesto, se prevé que su funcionamiento sea ininterrumpido, es decir, funcionará las 24 horas del día, los 365 días del año.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM043,documentación del proyecto,medida/compromiso del proponente,generadores_combustible,,Los generadores de emergencia operarán con combustible diésel.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,18,,,Los generadores de emergencia operarán con combustible diésel.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
